3495654,1291543,4,1420638742
3480125,1291543,5,1541081725
3214906,1291543,5,1500359391
3113262,1291543,5,1471690197
3110538,1291543,5,1499855236
2946082,1291543,5,1297353045
2899725,1291543,4,1485945043
2842007,1291543,5,1421572330
2839525,1291543,0,1219399513
2818703,1291543,4,1245760597
2756044,1291543,3,1406359223
2728175,1291543,3,1298300982
2704850,1291543,5,1347362773
2703269,1291543,5,1502290631
2700029,1291543,4,1588089528
2671107,1291543,0,1234922088
2662236,1291543,5,1421593181
2632197,1291543,5,1303237160
2608560,1291543,5,1301428135
2596410,1291543,2,1294585965
2563179,1291543,5,1215181896
2548366,1291543,5,1376817448
2492362,1291543,4,1421325222
2471235,1291543,5,1519233994
2434887,1291543,4,1278808145
2431044,1291543,5,1525180306
2377847,1291543,5,1485953725
2342914,1291543,3,1468060058
2333354,1291543,5,1372917443
2326595,1291543,5,1472002265
2297669,1291543,5,1233728521
2286588,1291543,3,1205417215
2240287,1291543,5,1504331370
2224975,1291543,5,1410651299
2216366,1291543,5,1225618686
2206329,1291543,4,1455109190
2179233,1291543,3,1200717774
2174198,1291543,3,1207413545
2165720,1291543,4,1487853522
2164326,1291543,5,1488701442
2150012,1291543,5,1512311762
2141841,1291543,5,1201351103
2101822,1291543,5,1437209082
2019643,1291543,4,1196658685
2018596,1291543,5,1373628252
1963105,1291543,5,1568646095
1956856,1291543,3,1355965885
1949571,1291543,5,1483442724
1935056,1291543,5,1554611828
1917650,1291543,4,1286377932
1829192,1291543,4,1196510152
1775727,1291543,5,1252110271
1742802,1291543,5,1560092788
1736363,1291543,4,1291354462
1723626,1291543,5,1343143259
1637278,1291543,5,1339587690
1580201,1291543,5,1379326488
1577771,1291543,5,1412309894
1558754,1291543,4,1213777947
1470024,1291543,5,1465710055
1460761,1291543,5,1241296158
1446460,1291543,4,1488872507
1445147,1291543,5,1485924784
1428214,1291543,5,1327774746
1427152,1291543,5,1362276937
1399787,1291543,4,1481204784
1382097,1291543,4,1455676708
1340213,1291543,5,1422174070
1303267,1291543,5,1471778187
1293096,1291543,4,1421396365
1267749,1291543,3,1206426820
1267105,1291543,5,1421593031
1226256,1291543,5,1198204602
1212789,1291543,4,1153107217
1211567,1291543,2,1508255781
1208961,1291543,4,1337479642
1208058,1291543,5,1197902550
1190232,1291543,4,1197626256
1173975,1291543,5,1280746505
1158676,1291543,4,1171535880
1147451,1291543,4,1421306656
1140816,1291543,5,1421510093
1131757,1291543,0,1458540827
1123543,1291543,5,1143002977
1109200,1291543,3,1188202490
1105086,1291543,0,1195248034
1102916,1291543,3,1588669699
1074463,1291543,5,1241852495
1062303,1291543,5,1175913244
1055398,1291543,5,1314611984
1054341,1291543,5,1293385954
1019159,1291543,3,1201516034
1015534,1291543,5,1422188787
1011335,1291543,4,1227187477
1005943,1291543,4,1121685434
1000152,1291543,4,1126526528
3474957,1291544,4,1303641137
3471581,1291544,2,1248540881
3446661,1291544,5,1291303228
3439705,1291544,3,1250510844
3438507,1291544,4,1359377335
3435651,1291544,4,1312728813
3405846,1291544,4,1262781018
3376869,1291544,5,1312430221
3367678,1291544,5,1282398042
3358531,1291544,4,1314617788
3335015,1291544,4,1577175491
3278392,1291544,2,1349929232
3255267,1291544,5,1293518882
3231508,1291544,4,1309930322
3212713,1291544,3,1261470326
3212593,1291544,5,1238556235
3203434,1291544,3,1352797662
3199619,1291544,5,1288410787
3192650,1291544,3,1314039032
3184552,1291544,4,1313949974
3102474,1291544,4,1262074859
3056225,1291544,0,1255241047
3026435,1291544,4,1290342019
2994925,1291544,4,1450610501
2974785,1291544,5,1476275616
2911617,1291544,3,1345712145
2905184,1291544,3,1310668340
2896376,1291544,4,1325341541
2893937,1291544,4,1347806049
2888797,1291544,5,1313320114
2875698,1291544,4,1301829370
2866622,1291544,5,1329301705
2850004,1291544,5,1361367610
2826210,1291544,4,1219123210
2803002,1291544,5,1312603432
2794653,1291544,5,1295101573
2783793,1291544,5,1309452235
2776246,1291544,4,1275871190
2773656,1291544,5,1346737175
2757285,1291544,5,1269015539
2757257,1291544,4,1220794855
2743458,1291544,4,1286793811
2731089,1291544,5,1312361687
2713381,1291544,4,1243527453
2712955,1291544,5,1357919010
2700292,1291544,3,1353820694
2699021,1291544,5,1314581583
2686097,1291544,4,1312857134
2680703,1291544,4,1354446647
2679547,1291544,5,1250412218
2678196,1291544,3,1219726142
2664977,1291544,3,1377321330
2653571,1291544,4,1233984793
2649240,1291544,5,1249707559
2632322,1291544,5,1304371468
2631359,1291544,5,1245986489
2623191,1291544,4,1301394166
2570207,1291544,2,1354194242
2569857,1291544,5,1314037486
2561366,1291544,5,1313137175
2541990,1291544,4,1287246647
2527162,1291544,4,1326899875
2504060,1291544,4,1304777260
2498928,1291544,5,1478778972
2496091,1291544,4,1265596322
2467693,1291544,5,1210419853
2443199,1291544,4,1260514799
2415217,1291544,4,1216559313
2404538,1291544,5,1252558486
2399791,1291544,4,1262491666
2357402,1291544,2,1261047574
2345421,1291544,3,1233534982
2323947,1291544,4,1236759569
2312283,1291544,5,1247794589
2289472,1291544,5,1205002050
2286552,1291544,5,1214625081
2266984,1291544,3,1243222389
2264163,1291544,4,1314534791
2257166,1291544,4,1209303971
2255885,1291544,4,1320427524
2240939,1291544,3,1348660461
2238925,1291544,5,1351965209
2233854,1291544,4,1296883720
2223174,1291544,5,1580547198
2220817,1291544,3,1202380120
2197828,1291544,2,1250157003
2196059,1291544,5,1312466361
2165844,1291544,4,1329061064
2165295,1291544,2,1232755673
2154137,1291544,4,1312729777
2143112,1291544,4,1199117823
2142884,1291544,4,1312605676
2129997,1291544,4,1234239029
2129244,1291544,5,1285561522
2121604,1291544,4,1212915176
2120916,1291544,5,1226730625
2116616,1291544,3,1289687133
2109169,1291544,0,1308494665
2108602,1291544,3,1247755257
2103342,1291544,4,1311130856
2082256,1291544,5,1538581357
2081801,1291544,5,1290588352
2062909,1291544,4,1350735139
2057507,1291544,4,1282916220
2056470,1291544,4,1197800700
2044091,1291544,3,1293968296
2043894,1291544,4,1257165568
2038126,1291544,4,1200384145
2025022,1291544,4,1197114181
2009262,1291544,0,1313408253
2008465,1291544,5,1312890337
1999056,1291544,4,1291295406
1996037,1291544,5,1313320206
1938099,1291544,5,1193036414
1920660,1291544,5,1234455992
1917650,1291544,2,1287859290
1903624,1291544,5,1192684974
1888304,1291544,5,1314108102
1866742,1291544,4,1190822722
1837390,1291544,4,1280937848
1823102,1291544,5,1203092094
1820257,1291544,4,1312902903
1813268,1291544,5,1211635814
1802767,1291544,4,1348040354
1781395,1291544,4,1213743164
1768952,1291544,4,1228199527
1750357,1291544,4,1189504384
1738760,1291544,5,1312566820
1737544,1291544,3,1376100040
1730271,1291544,4,1430538836
1713332,1291544,4,1290479294
1711730,1291544,4,1216130983
1679759,1291544,4,1244023549
1658048,1291544,5,1343096505
1657987,1291544,3,1236621004
1648438,1291544,3,1296109229
1629335,1291544,3,1220701505
1615988,1291544,4,1312443559
1552466,1291544,5,1199440526
1540406,1291544,4,1311864357
1539339,1291544,0,1306011291
1539301,1291544,4,1315385212
1539071,1291544,4,1306284965
1537598,1291544,4,1237644895
1535089,1291544,4,1324740288
1525048,1291544,4,1325774800
1517064,1291544,4,1298007359
1485984,1291544,0,1215162355
1479091,1291544,4,1291798448
1476318,1291544,5,1252421113
1473807,1291544,3,1312894342
1458339,1291544,5,1186934491
1443553,1291544,3,1292002189
1440051,1291544,3,1299215889
1432259,1291544,5,1205419793
1425058,1291544,5,1249948792
1422146,1291544,4,1277443664
1418899,1291544,4,1322991287
1413162,1291544,4,1230897698
1407245,1291544,0,1311614456
1401672,1291544,3,1328244630
1384712,1291544,4,1248529952
1380204,1291544,5,1188493031
1365397,1291544,4,1308510966
1361460,1291544,4,1385489279
1341442,1291544,5,1291612750
1334357,1291544,5,1174648770
1333127,1291544,4,1350826266
1326807,1291544,4,1290922152
1318676,1291544,4,1313904243
1317275,1291544,0,1241973996
1299457,1291544,3,1185113297
1295417,1291544,5,1169970072
1277185,1291544,4,1207380246
1276180,1291544,4,1201941499
1275416,1291544,3,1253268928
1272247,1291544,2,1248353473
1265100,1291544,3,1333258128
1242286,1291544,3,1321287473
1237559,1291544,4,1543560991
1230275,1291544,5,1163303367
1229506,1291544,3,1293969961
1225795,1291544,4,1315081332
1211567,1291544,5,1477034792
1203085,1291544,4,1314596398
1201708,1291544,5,1263472654
1199057,1291544,2,1242164114
1178058,1291544,4,1183410261
1149009,1291544,4,1180616080
1138893,1291544,3,1328243534
1134702,1291544,5,1309100041
1134253,1291544,4,1189390645
1130430,1291544,5,1147852775
1129890,1291544,4,1164195426
1129606,1291544,2,1315722477
1122822,1291544,4,1304393801
1106769,1291544,4,1314152657
1105135,1291544,4,1186022876
1098951,1291544,4,1337767598
1090084,1291544,4,1153205865
1081597,1291544,4,1391048155
1080174,1291544,3,1263363268
1071036,1291544,4,1233671918
1068385,1291544,3,1163226736
1058559,1291544,2,1291315894
1056656,1291544,4,1147501256
1055398,1291544,5,1326186927
1048262,1291544,5,1136734830
1046023,1291544,0,1131958594
1027188,1291544,3,1322933644
1016866,1291544,4,1325165742
1003533,1291544,4,1292252738
1000905,1291544,0,1313844426
3495426,1291545,4,1328498095
3493002,1291545,0,1359133837
3490625,1291545,4,1287921496
3477314,1291545,5,1333687340
3456645,1291545,4,1262960499
3405846,1291545,5,1300779785
3335015,1291545,2,1294753386
3328226,1291545,4,1264231865
3314981,1291545,5,1464242452
3307308,1291545,5,1297169572
3287293,1291545,2,1332583003
3272704,1291545,3,1255421013
3262787,1291545,4,1363918068
3235526,1291545,4,1340107569
3231508,1291545,5,1311572681
3214392,1291545,3,1340821709
3208797,1291545,5,1274614477
3205834,1291545,4,1279036680
3186973,1291545,5,1241859732
3180241,1291545,4,1237623843
3139782,1291545,5,1242825333
3119655,1291545,5,1356958358
3082802,1291545,4,1337940395
2946082,1291545,4,1293891436
2910791,1291545,5,1382365748
2905324,1291545,4,1283030979
2876864,1291545,4,1357028891
2867713,1291545,3,1266364252
2860130,1291545,4,1233547079
2857656,1291545,5,1270203950
2848001,1291545,5,1281402936
2841285,1291545,5,1220081589
2832447,1291545,5,1380007054
2831175,1291545,4,1298636337
2813899,1291545,4,1364015208
2803499,1291545,4,1218481710
2786689,1291545,5,1272197318
2772099,1291545,5,1288970375
2757257,1291545,4,1217524615
2744344,1291545,5,1289584765
2726423,1291545,5,1237446187
2715313,1291545,4,1256849313
2713381,1291545,5,1249710680
2699313,1291545,5,1306259911
2688021,1291545,4,1317967062
2664977,1291545,4,1394948155
2664326,1291545,4,1282049281
2662711,1291545,5,1234989764
2632197,1291545,5,1298741478
2623191,1291545,5,1308360540
2617938,1291545,4,1338394135
2592538,1291545,4,1217329155
2586116,1291545,4,1258124796
2577358,1291545,5,1251077514
2557882,1291545,3,1235747886
2548420,1291545,5,1265349815
2536964,1291545,4,1264564500
2521689,1291545,4,1309420646
2500130,1291545,3,1211259046
2492362,1291545,4,1315650728
2491953,1291545,4,1272723157
2466542,1291545,4,1238955248
2464887,1291545,5,1210750653
2464610,1291545,4,1228013497
2455454,1291545,5,1315923362
2419512,1291545,3,1231766379
2411826,1291545,4,1211102694
2402073,1291545,5,1299942855
2399791,1291545,5,1244783102
2396595,1291545,4,1239282640
2344274,1291545,5,1275062672
2342178,1291545,5,1534771916
2304572,1291545,5,1339929334
2288679,1291545,5,1219167807
2286588,1291545,5,1230318264
2269335,1291545,5,1230387271
2254775,1291545,5,1243773648
2253679,1291545,5,1238740783
2235793,1291545,5,1335588047
2233224,1291545,5,1319925992
2220952,1291545,5,1245982274
2220817,1291545,5,1202372893
2216533,1291545,4,1305392150
2209341,1291545,4,1202003399
2206329,1291545,4,1260456741
2201767,1291545,5,1207404922
2184977,1291545,4,1200986836
2164482,1291545,4,1346631903
2133129,1291545,5,1243939177
2129244,1291545,3,1300889129
2093566,1291545,4,1218858408
2091994,1291545,5,1282219960
2075584,1291545,4,1346642443
2072165,1291545,5,1217063277
2070188,1291545,5,1230743317
2065435,1291545,3,1441018207
2056470,1291545,4,1197721633
2039298,1291545,4,1390979875
2004744,1291545,5,1195095001
1999864,1291545,4,1242390317
1995638,1291545,5,1297240566
1993926,1291545,0,1228222950
1989638,1291545,3,1257923931
1981286,1291545,5,1194421982
1971540,1291545,3,1216573541
1944684,1291545,3,1364301046
1938099,1291545,5,1242933592
1917438,1291545,3,1198489835
1901885,1291545,5,1209960584
1894530,1291545,5,1365256571
1882305,1291545,5,1194682300
1876405,1291545,5,1283258366
1856317,1291545,4,1249461223
1849096,1291545,5,1320319396
1841712,1291545,5,1189768388
1817732,1291545,5,1188893863
1815284,1291545,5,1320206132
1789687,1291545,5,1294498964
1784088,1291545,5,1216921386
1781395,1291545,5,1207732426
1773204,1291545,1,1226551314
1754621,1291545,5,1267512560
1748559,1291545,5,1222692077
1736363,1291545,4,1252519232
1726930,1291545,4,1307264838
1720942,1291545,5,1265876645
1717315,1291545,5,1256453494
1667851,1291545,5,1194665738
1665012,1291545,5,1206109310
1654047,1291545,3,1221372486
1625001,1291545,5,1201971411
1606761,1291545,4,1304685273
1587306,1291545,4,1332994168
1577739,1291545,5,1204698446
1570708,1291545,5,1188331910
1567798,1291545,5,1261126839
1559092,1291545,5,1342662069
1537650,1291545,4,1256386872
1528277,1291545,5,1251048505
1525445,1291545,4,1177481154
1510442,1291545,4,1309853447
1500311,1291545,5,1289714826
1485399,1291545,5,1270064789
1481020,1291545,5,1296526447
1465170,1291545,5,1357950367
1444371,1291545,4,1367062658
1440763,1291545,3,1266339041
1436107,1291545,5,1216909794
1433899,1291545,5,1198902284
1432538,1291545,4,1305388193
1431401,1291545,0,1266374157
1424151,1291545,5,1181664966
1421944,1291545,5,1179714328
1417319,1291545,5,1188015217
1415771,1291545,5,1177332968
1407192,1291545,4,1292047500
1395655,1291545,5,1342477478
1392486,1291545,3,1240064681
1367110,1291545,5,1362062738
1355591,1291545,3,1470794144
1323458,1291545,4,1259244439
1320618,1291545,5,1318261841
1312699,1291545,4,1226839192
1307746,1291545,5,1190209272
1284268,1291545,5,1160916628
1275416,1291545,5,1171070471
1246009,1291545,5,1197376159
1233825,1291545,5,1170738748
1214750,1291545,0,1248534014
1209049,1291545,4,1218196015
1208936,1291545,5,1152632135
1202296,1291545,4,1301057589
1195419,1291545,5,1264553611
1173035,1291545,0,1415195413
1163365,1291545,4,1187313381
1155575,1291545,4,1153212379
1153709,1291545,5,1191058084
1148126,1291545,5,1349496926
1144153,1291545,5,1163920731
1129890,1291545,5,1149577673
1127622,1291545,4,1382477108
1125655,1291545,4,1217165979
1123698,1291545,5,1340951344
1121467,1291545,4,1182097663
1108389,1291545,3,1348369817
